Projekt;Kamera;Blende;Filter;optische Dichte;Transmission;Gain;Rohbild;Messbild;LLx;LLy;LRx;LRy;URx;URy;ULx;ULy;Matrix_links;Matrix_oben;Matrix_rechts;Matrix_unten
FlowPhotoChem;piA1000-48gm;2_8;manuell;5,700000;0,000200;0,482270;FlowPhotoChem_Rohbild_20230523_104826.bmp;FlowPhotoChem_Messbild_20230523_104901.bmp;351;682;737;670;720;290;341;304;534;483;541;488

Total Power on Target [kW];Flux on Target [kW/m²];Power on Apertur [kW];Flux on Apertur [kW/m²];Aperturform;Seitenlänge [cm]; ;Schwerpunkt_y;Schwerpunkt_x;Schwerpunkt_Flux
1,036591;71,985490;0,788190;78,818972;Quadrat;10,000000; ;195;193;84,879433

Target-Breite [cm]
0,000000;0,031496;0,062992;0,094488;0,125984;0,157480;0,188976;0,220472;0,251969;0,283465;0,314961;0,346457;0,377953;0,409449;0,440945;0,472441;0,503937;0,535433;0,566929;0,598425;0,629921;0,661417;0,692913;0,724409;0,755906;0,787402;0,818898;0,850394;0,881890;0,913386;0,944882;0,976378;1,007874;1,039370;1,070866;1,102362;1,133858;1,165354;1,196850;1,228346;1,259843;1,291339;1,322835;1,354331;1,385827;1,417323;1,448819;1,480315;1,511811;1,543307;1,574803;1,606299;1,637795;1,669291;1,700787;1,732283;1,763780;1,795276;1,826772;1,858268;1,889764;1,921260;1,952756;1,984252;2,015748;2,047244;2,078740;2,110236;2,141732;2,173228;2,204724;2,236220;2,267717;2,299213;2,330709;2,362205;2,393701;2,425197;2,456693;2,488189;2,519685;2,551181;2,582677;2,614173;2,645669;2,677165;2,708661;2,740157;2,771654;2,803150;2,834646;2,866142;2,897638;2,929134;2,960630;2,992126;3,023622;3,055118;3,086614;3,118110;3,149606;3,181102;3,212598;3,244094;3,275591;3,307087;3,338583;3,370079;3,401575;3,433071;3,464567;3,496063;3,527559;3,559055;3,590551;3,622047;3,653543;3,685039;3,716535;3,748031;3,779528;3,811024;3,842520;3,874016;3,905512;3,937008;3,968504;4,000000;4,031496;4,062992;4,094488;4,125984;4,157480;4,188976;4,220472;4,251969;4,283465;4,314961;4,346457;4,377953;4,409449;4,440945;4,472441;4,503937;4,535433;4,566929;4,598425;4,629921;4,661417;4,692913;4,724409;4,755906;4,787402;4,818898;4,850394;4,881890;4,913386;4,944882;4,976378;5,007874;5,039370;5,070866;5,102362;5,133858;5,165354;5,196850;5,228346;5,259843;5,291339;5,322835;5,354331;5,385827;5,417323;5,448819;5,480315;5,511811;5,543307;5,574803;5,606299;5,637795;5,669291;5,700787;5,732283;5,763780;5,795276;5,826772;5,858268;5,889764;5,921260;5,952756;5,984252;6,015748;6,047244;6,078740;6,110236;6,141732;6,173228;6,204724;6,236220;6,267717;6,299213;6,330709;6,362205;6,393701;6,425197;6,456693;6,488189;6,519685;6,551181;6,582677;6,614173;6,645669;6,677165;6,708661;6,740157;6,771654;6,803150;6,834646;6,866142;6,897638;6,929134;6,960630;6,992126;7,023622;7,055118;7,086614;7,118110;7,149606;7,181102;7,212598;7,244094;7,275591;7,307087;7,338583;7,370079;7,401575;7,433071;7,464567;7,496063;7,527559;7,559055;7,590551;7,622047;7,653543;7,685039;7,716535;7,748031;7,779528;7,811024;7,842520;7,874016;7,905512;7,937008;7,968504;8,000000;8,031496;8,062992;8,094488;8,125984;8,157480;8,188976;8,220472;8,251969;8,283465;8,314961;8,346457;8,377953;8,409449;8,440945;8,472441;8,503937;8,535433;8,566929;8,598425;8,629921;8,661417;8,692913;8,724409;8,755906;8,787402;8,818898;8,850394;8,881890;8,913386;8,944882;8,976378;9,007874;9,039370;9,070866;9,102362;9,133858;9,165354;9,196850;9,228346;9,259843;9,291339;9,322835;9,354331;9,385827;9,417323;9,448819;9,480315;9,511811;9,543307;9,574803;9,606299;9,637795;9,669291;9,700787;9,732283;9,763780;9,795276;9,826772;9,858268;9,889764;9,921260;9,952756;9,984252;10,015748;10,047244;10,078740;10,110236;10,141732;10,173228;10,204724;10,236220;10,267717;10,299213;10,330709;10,362205;10,393701;10,425197;10,456693;10,488189;10,519685;10,551181;10,582677;10,614173;10,645669;10,677165;10,708661;10,740157;10,771654;10,803150;10,834646;10,866142;10,897638;10,929134;10,960630;10,992126;11,023622;11,055118;11,086614;11,118110;11,149606;11,181102;11,212598;11,244094;11,275591;11,307087;11,338583;11,370079;11,401575;11,433071;11,464567;11,496063;11,527559;11,559055;11,590551;11,622047;11,653543;11,685039;11,716535;11,748031;11,779528;11,811024;11,842520;11,874016;11,905512;11,937008;11,968504


Target-Höhe [cm]
0,000000;0,031496;0,062992;0,094488;0,125984;0,157480;0,188976;0,220472;0,251969;0,283465;0,314961;0,346457;0,377953;0,409449;0,440945;0,472441;0,503937;0,535433;0,566929;0,598425;0,629921;0,661417;0,692913;0,724409;0,755906;0,787402;0,818898;0,850394;0,881890;0,913386;0,944882;0,976378;1,007874;1,039370;1,070866;1,102362;1,133858;1,165354;1,196850;1,228346;1,259843;1,291339;1,322835;1,354331;1,385827;1,417323;1,448819;1,480315;1,511811;1,543307;1,574803;1,606299;1,637795;1,669291;1,700787;1,732283;1,763780;1,795276;1,826772;1,858268;1,889764;1,921260;1,952756;1,984252;2,015748;2,047244;2,078740;2,110236;2,141732;2,173228;2,204724;2,236220;2,267717;2,299213;2,330709;2,362205;2,393701;2,425197;2,456693;2,488189;2,519685;2,551181;2,582677;2,614173;2,645669;2,677165;2,708661;2,740157;2,771654;2,803150;2,834646;2,866142;2,897638;2,929134;2,960630;2,992126;3,023622;3,055118;3,086614;3,118110;3,149606;3,181102;3,212598;3,244094;3,275591;3,307087;3,338583;3,370079;3,401575;3,433071;3,464567;3,496063;3,527559;3,559055;3,590551;3,622047;3,653543;3,685039;3,716535;3,748031;3,779528;3,811024;3,842520;3,874016;3,905512;3,937008;3,968504;4,000000;4,031496;4,062992;4,094488;4,125984;4,157480;4,188976;4,220472;4,251969;4,283465;4,314961;4,346457;4,377953;4,409449;4,440945;4,472441;4,503937;4,535433;4,566929;4,598425;4,629921;4,661417;4,692913;4,724409;4,755906;4,787402;4,818898;4,850394;4,881890;4,913386;4,944882;4,976378;5,007874;5,039370;5,070866;5,102362;5,133858;5,165354;5,196850;5,228346;5,259843;5,291339;5,322835;5,354331;5,385827;5,417323;5,448819;5,480315;5,511811;5,543307;5,574803;5,606299;5,637795;5,669291;5,700787;5,732283;5,763780;5,795276;5,826772;5,858268;5,889764;5,921260;5,952756;5,984252;6,015748;6,047244;6,078740;6,110236;6,141732;6,173228;6,204724;6,236220;6,267717;6,299213;6,330709;6,362205;6,393701;6,425197;6,456693;6,488189;6,519685;6,551181;6,582677;6,614173;6,645669;6,677165;6,708661;6,740157;6,771654;6,803150;6,834646;6,866142;6,897638;6,929134;6,960630;6,992126;7,023622;7,055118;7,086614;7,118110;7,149606;7,181102;7,212598;7,244094;7,275591;7,307087;7,338583;7,370079;7,401575;7,433071;7,464567;7,496063;7,527559;7,559055;7,590551;7,622047;7,653543;7,685039;7,716535;7,748031;7,779528;7,811024;7,842520;7,874016;7,905512;7,937008;7,968504;8,000000;8,031496;8,062992;8,094488;8,125984;8,157480;8,188976;8,220472;8,251969;8,283465;8,314961;8,346457;8,377953;8,409449;8,440945;8,472441;8,503937;8,535433;8,566929;8,598425;8,629921;8,661417;8,692913;8,724409;8,755906;8,787402;8,818898;8,850394;8,881890;8,913386;8,944882;8,976378;9,007874;9,039370;9,070866;9,102362;9,133858;9,165354;9,196850;9,228346;9,259843;9,291339;9,322835;9,354331;9,385827;9,417323;9,448819;9,480315;9,511811;9,543307;9,574803;9,606299;9,637795;9,669291;9,700787;9,732283;9,763780;9,795276;9,826772;9,858268;9,889764;9,921260;9,952756;9,984252;10,015748;10,047244;10,078740;10,110236;10,141732;10,173228;10,204724;10,236220;10,267717;10,299213;10,330709;10,362205;10,393701;10,425197;10,456693;10,488189;10,519685;10,551181;10,582677;10,614173;10,645669;10,677165;10,708661;10,740157;10,771654;10,803150;10,834646;10,866142;10,897638;10,929134;10,960630;10,992126;11,023622;11,055118;11,086614;11,118110;11,149606;11,181102;11,212598;11,244094;11,275591;11,307087;11,338583;11,370079;11,401575;11,433071;11,464567;11,496063;11,527559;11,559055;11,590551;11,622047;11,653543;11,685039;11,716535;11,748031;11,779528;11,811024;11,842520;11,874016;11,905512;11,937008;11,968504

Flussdichte-Matrix [kW/m²]
8,680851;8,680851;9,163121;8,680851;8,680851;9,163121;9,163121;9,645390;9,163121;9,163121;9,163121;9,163121;9,163121;9,645390;9,645390;10,127660;10,127660;10,127660;10,127660;10,127660;10,127660;10,609929;10,609929;10,609929;10,609929;10,609929;10,609929;11,092199;11,092199;11,092199;11,092199;11,574468;11,574468;11,574468;11,574468;11,574468;11,574468;11,574468;11,574468;11,574468;11,574468;12,056738;12,056738;12,056738;12,056738;12,056738;12,539007;12,539007;12,539007;12,539007;12,539007;12,539007;12,539007;12,539007;12,539007;12,539007;13,021277;13,021277;12,539007;13,021277;13,021277;13,021277;13,021277;12,539007;12,539007;13,021277;13,021277;13,021277;13,021277;13,021277;13,021277;13,021277;13,021277;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,503546;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;14,468085;14,468085;14,468085;14,468085;14,468085;13,985816;13,985816;14,468085;14,468085;14,950355;14,950355;14,468085;14,468085;14,468085;14,468085;14,950355;14,950355;14,468085;14,950355;14,950355;14,950355;14,950355;14,468085;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;15,432624;15,432624;15,432624;15,432624;15,432624;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,914894;15,432624;15,432624;15,432624;15,914894;15,914894;15,914894;15,432624;15,432624;15,914894;15,914894;15,914894;15,914894;15,432624;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;16,397163;16,397163;15,914894;16,397163;16,397163;16,397163;15,914894;16,397163;16,397163;15,914894;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,879433;16,879433;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,879433;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;16,397163;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,879433;16,879433;17,361702;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;17,361702;16,879433;16,879433;16,879433;16,879433;16,879433;17,361702;17,361702;16,879433;16,879433;17,361702;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;17,361702;17,361702;16,879433;16,397163;16,879433;16,879433;16,879433;16,879433;17,361702;16,879433;16,397163;16,397163;16,397163;16,879433;16,397163;16,397163;16,879433;16,879433;16,879433;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,397163;16,879433;16,879433;16,879433;16,397163;16,397163;15,914894;16,397163;16,397163;16,879433;16,879433;16,397163;15,914894;15,914894;16,397163;15,914894;15,914894;16,397163;15,914894;15,914894;15,432624;15,914894;15,432624;15,432624;15,432624;15,432624;15,432624;14,950355;14,950355;14,950355;14,950355;14,468085;14,950355;14,468085;14,468085;14,468085;14,468085;14,468085;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,021277;13,503546;13,985816;13,503546;13,503546;13,021277;13,021277;13,021277;13,021277;13,021277;13,021277;13,021277;12,539007;12,539007
8,680851;9,163121;9,645390;9,645390;9,163121;9,645390;9,645390;9,645390;9,645390;9,645390;9,645390;9,645390;10,127660;10,127660;10,127660;10,609929;10,609929;10,609929;10,609929;10,609929;10,609929;11,092199;11,092199;11,092199;11,092199;11,092199;11,092199;11,574468;11,574468;11,574468;12,056738;12,539007;12,539007;12,539007;12,539007;12,539007;12,056738;12,056738;12,539007;12,539007;12,539007;12,539007;13,021277;13,021277;13,021277;13,021277;13,021277;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,503546;13,985816;13,503546;13,985816;13,985816;13,985816;13,985816;13,985816;13,503546;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;13,985816;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,468085;14,950355;14,468085;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;15,432624;14,950355;15,432624;15,432624;15,432624;15,432624;15,914894;15,432624;15,432624;14,950355;15,432624;15,432624;15,914894;15,432624;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;15,914894;16,397163;16,397163;16,397163;16,397163;15,914894;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,397163;16,397163;16,397163;16,397163;15,914894;15,914894;16,397163;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,397163;16,397163;16,397163;16,397163;16,879433;16,397163;16,879433;16,879433;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;17,361702;17,361702;16,879433;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,843972;17,843972;17,361702;17,361702;17,361702;18,326241;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,361702;17,843972;17,843972;17,361702;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,361702;17,361702;17,843972;18,326241;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;18,326241;18,326241;17,843972;17,843972;17,843972;17,843972;18,326241;18,326241;18,326241;18,326241;18,326241;17,843972;18,326241;17,843972;17,843972;18,326241;18,326241;17,843972;18,326241;18,326241;18,808511;18,808511;18,326241;18,326241;18,326241;18,326241;18,808511;18,808511;18,326241;18,326241;18,326241;17,843972;18,326241;18,326241;18,326241;18,326241;18,326241;18,326241;18,808511;18,808511;18,326241;18,326241;18,326241;18,326241;18,326241;18,326241;18,326241;18,808511;18,326241;18,326241;18,326241;17,843972;18,326241;18,808511;18,808511;18,808511;18,326241;18,326241;18,326241;18,808511;18,326241;18,326241;18,808511;18,808511;18,326241;18,326241;18,808511;18,808511;18,808511;18,808511;18,326241;18,808511;18,808511;18,808511;18,808511;18,808511;18,326241;18,326241;18,326241;18,808511;18,808511;18,326241;18,326241;18,326241;18,326241;18,326241;18,808511;18,326241;18,326241;18,808511;18,326241;18,326241;18,326241;18,326241;17,843972;18,808511;18,326241;18,326241;18,326241;18,326241;17,843972;17,843972;18,326241;17,843972;17,843972;17,843972;17,843972;17,843972;18,326241;17,843972;17,361702;17,361702;17,361702;17,843972;17,843972;17,361702;17,361702;17,361702;17,361702;17,361702;16,879433;16,879433;16,397163;16,397163;16,397163;15,914894;15,432624;15,914894;16,397163;15,914894;15,914894;15,432624;15,432624;15,432624;15,432624;14,950355;15,432624;14,468085;14,950355;14,950355;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;13,985816;13,503546
9,645390;9,645390;10,127660;10,127660;10,127660;10,127660;10,609929;10,127660;10,127660;10,127660;10,609929;10,609929;10,609929;10,609929;11,092199;11,092199;11,574468;11,574468;11,574468;12,056738;12,056738;12,056738;12,056738;12,056738;12,539007;12,056738;12,056738;12,539007;12,539007;13,021277;13,021277;13,503546;13,503546;13,503546;13,503546;13,503546;13,021277;13,503546;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;13,985816;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,468085;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;15,432624;15,432624;14,950355;14,950355;14,950355;14,950355;14,950355;14,950355;15,432624;15,432624;15,432624;15,432624;15,432624;15,914894;15,914894;15,432624;15,432624;15,432624;15,432624;15,914894;15,914894;15,914894;15,914894;15,432624;15,914894;15,914894;15,914894;16,397163;16,397163;15,914894;15,914894;15,914894;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,397163;16,879433;16,879433;16,879433;16,397163;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,397163;16,879433;16,879433;16,879433;16,879433;17,361702;17,361702;16,879433;16,879433;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,843972;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,361702;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;17,361702;17,843972;17,843972;17,843972;17,843972;17,843972;17,843972;18,326241;17,843972;17,843972;17,843972;17,843972;18,326241;17,843972;17,843972;17,843972;18,326241;18,326241;18,326241;18,326241;18,808511;18,326241;18,326241;18,326241;18,808511;18,808511;18,326241;17,843972;18,326241;18,326241;18,326241;17,843972;18,808511;18,808511;18,808511;18,808511;18,808511;19,290780;19,290780;19,290780;18,808511;18,808511;18,808511;19,290780;18,808511;18,808511;18,808511;18,808511;19,290780;19,290780;18,808511;18,808511;19,290780;19,290780;18,808511;19,290780;19,290780;19,290780;19,290780;19,290780;19,290780;19,290780;19,290780;19,290780;19,290780;19,773050;19,773050;19,773050;19,290780;19,290780;19,290780;19,773050;19,773050;19,773050;19,773050;19,290780;18,808511;19,290780;19,773050;19,773050;20,255319;19,773050;19,773050;19,773050;19,773050;19,773050;20,255319;20,255319;19,773050;19,773050;19,773050;19,773050;19,773050;20,255319;19,773050;19,773050;19,773050;19,773050;19,773050;19,773050;19,773050;19,773050;19,773050;20,255319;20,255319;20,737589;20,255319;20,255319;19,773050;20,255319;19,773050;19,773050;20,255319;20,255319;20,255319;20,255319;19,773050;19,773050;20,255319;20,255319;20,255319;20,255319;19,773050;20,255319;20,255319;20,255319;20,255319;20,255319;20,255319;20,255319;20,255319;20,737589;20,737589;20,737589;19,773050;19,773050;20,255319;20,255319;20,255319;20,255319;20,255319;20,737589;20,255319;20,255319;20,255319;20,737589;20,737589;20,255319;20,737589;20,737589;20,737589;20,255319;20,737589;20,737589;20,737589;20,255319;20,255319;20,255319;20,737589;20,737589;20,737589;20,255319;20,255319;20,737589;20,255319;20,255319;20,737589;20,255319;20,255319;20,255319;20,255319;20,737589;21,219858;20,255319;20,737589;20,255319;20,255319;20,255319;20,255319;20,255319;19,773050;20,737589;20,255319;20,255319;20,255319;20,255319;20,255319;20,255319;20,737589;20,255319;19,773050;19,773050;19,773050;19,773050;19,773050;19,290780;19,290780;19,773050;19,773050;19,773050;19,290780;19,290780;19,290780;19,290780;19,290780;18,808511;18,326241;18,808511;18,326241;18,326241;18,326241;18,326241;17,843972;17,361702;17,361702;17,361702;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,879433;16,397163;16,879433;16,879433;16,397163;16,397163;16,397163;15,914894;15,914894;15,914894;15,914894;15,914894;15,432624;15,432624;15,432624
